TableID,ColumnID,RowID,URI_sub,URI_gt,ok
9834884_0_3871985887467090123,1,366,NOT FOUND URI,http://dbpedia.org/resource/Staatliche_Graphische_Sammlung_M%C3%BCnchen http://dbpedia.org/resource/Staatliche_Graphische_Sammlung_M%C3%BCnchen,0
8468806_0_4382447409703007384,1,100,NOT FOUND URI,http://dbpedia.org/resource/Lake_Chapala http://dbpedia.org/resource/Laguna_de_Chapala http://dbpedia.org/resource/Lake_Chapala http://dbpedia.org/resource/Lake_chapala http://dbpedia.org/resource/Chapala_Lake http://dbpedia.org/resource/Lago_de_Chapala,0
9834884_0_3871985887467090123,1,229,NOT FOUND URI,http://dbpedia.org/resource/Tatton_Park http://dbpedia.org/resource/Tatton_Meres http://dbpedia.org/resource/Tatton_Park,0
38428277_0_1311643810102462607,1,1,http://dbpedia.org/resource/M,http://dbpedia.org/resource/M_(1931_film) http://dbpedia.org/resource/M_(1931) http://dbpedia.org/resource/Hans_Beckert http://dbpedia.org/resource/M_(1931_film) http://dbpedia.org/resource/M_-_Eine_Stadt_sucht_einen_Mörder http://dbpedia.org/resource/Karl_%22Fatty%22_Lohmann http://dbpedia.org/resource/M_(1931_movie) http://dbpedia.org/resource/Karl_Lohmann http://dbpedia.org/resource/Karl_%22Tubby%22_Lohmann http://dbpedia.org/resource/Eine_Stadt_sucht_einen_Mörder,0
36102169_0_7739454799295072814,2,203,http://dbpedia.org/resource/Pokemon_Gold,http://dbpedia.org/resource/Pok%C3%A9mon_Gold_and_Silver http://dbpedia.org/resource/Pok%C3%A9mon_Gold_and_Silver,0
28086084_0_3127660530989916727,0,90,http://dbpedia.org/resource/George,http://dbpedia.org/resource/Saint_George http://dbpedia.org/resource/George_of_Lydda http://dbpedia.org/resource/El_Khader http://dbpedia.org/resource/St_George_The_Martyr http://dbpedia.org/resource/St_George http://dbpedia.org/resource/St_George_the_Martyr http://dbpedia.org/resource/George_the_Victorious http://dbpedia.org/resource/St._George http://dbpedia.org/resource/Sant_Jordi http://dbpedia.org/resource/Saint_George_the_Victorious http://dbpedia.org/resource/Saint_George http://dbpedia.org/resource/El-Khader http://dbpedia.org/resource/Red_Cross_Knight http://dbpedia.org/resource/St.George http://dbpedia.org/resource/St_george_the_martyr,0
84548468_0_5955155464119382182,1,24,http://dbpedia.org/resource/The_Color_Purple,http://dbpedia.org/resource/The_Color_Purple_(film) http://dbpedia.org/resource/The_Color_Purple_(film) http://dbpedia.org/resource/The_Color_Purple_(1985_film) http://dbpedia.org/resource/The_Color_Purple_(movie),0
10579449_0_1681126353774891032,1,11,NOT FOUND URI,http://dbpedia.org/resource/BBC_World_Service http://dbpedia.org/resource/BBC_Worldwide_Service http://dbpedia.org/resource/British_Broadcasting_Corporation_World_Service http://dbpedia.org/resource/Bbc_world_service http://dbpedia.org/resource/BBC_Radio_World_Service http://dbpedia.org/resource/Auckland_Radio_Trust http://dbpedia.org/resource/World_Service http://dbpedia.org/resource/World_service http://dbpedia.org/resource/BBC_Caribbean http://dbpedia.org/resource/BBC_Turkish_Section http://dbpedia.org/resource/BBC_Türkçe http://dbpedia.org/resource/BBC_General_Overseas_Service http://dbpedia.org/resource/BBC_world_service http://dbpedia.org/resource/BBC's_Overseas_Service http://dbpedia.org/resource/BBC_France http://dbpedia.org/resource/BBC_World_Service http://dbpedia.org/resource/BBC_Turkish http://dbpedia.org/resource/BBC_Empire_Service http://dbpedia.org/resource/BBC_Overseas_Service http://dbpedia.org/resource/BBC_Para_África http://dbpedia.org/resource/BBC_News_(radio_series) http://dbpedia.org/resource/BBC's_overseas_service http://dbpedia.org/resource/BBC_Worldservice http://dbpedia.org/resource/B.B.C._World_Service,0
39107734_2_2329160387535788734,1,42,http://dbpedia.org/resource/Barcelona_Airport,http://dbpedia.org/resource/Barcelona%E2%80%93El_Prat_Airport http://dbpedia.org/resource/Barcelona%E2%80%93El_Prat_Airport,0
22864497_0_8632623712684511496,0,64,http://dbpedia.org/resource/Cabela's_Outdoor_Adventures,http://dbpedia.org/resource/Cabela's_Outdoor_Adventures_(2009_video_game) http://dbpedia.org/resource/Cabela's_Outdoor_Adventures_(2009_video_game) http://dbpedia.org/resource/Cabela's_Outdoor_Adventures_(2009_computer_game),0
54719588_0_8417197176086756912,3,222,http://dbpedia.org/resource/Sound_and_fury,http://dbpedia.org/resource/Sound_and_Fury_(film) http://dbpedia.org/resource/Sound_and_Fury_(film),0
9475172_1_1023126399856690702,1,112,http://dbpedia.org/resource/Battlestar_Galactica,http://dbpedia.org/resource/Battlestar_Galactica_(2004_TV_series) http://dbpedia.org/resource/BSG_2004 http://dbpedia.org/resource/BSG2 http://dbpedia.org/resource/Battlestar_Galactica_(reimagined) http://dbpedia.org/resource/Battlestar_Galactica_(re-imagining) http://dbpedia.org/resource/Cattlebra_Scralatchtica http://dbpedia.org/resource/Battlestar_Galactica_(2004_series) http://dbpedia.org/resource/Battlestar_Galactica_(2004_TV_series) http://dbpedia.org/resource/Battlestar_Galactica_(new_series) http://dbpedia.org/resource/Battlestar_Galactica_(reimagined_TV_series) http://dbpedia.org/resource/Battlestar_Galactica_(2004) http://dbpedia.org/resource/Battlestar_Galactica_(reimagining) http://dbpedia.org/resource/Battelstar_Galactica_(2004) http://dbpedia.org/resource/Battlestar_Galactica_(reimagined_series) http://dbpedia.org/resource/New_BSG http://dbpedia.org/resource/NBSG http://dbpedia.org/resource/Battlestar_Galactica:_The_Final_Episodes http://dbpedia.org/resource/And_they_have_a_plan http://dbpedia.org/resource/Battlestar_Galactica_(Reimagined) http://dbpedia.org/resource/BSG_(2004) http://dbpedia.org/resource/Battlestar_Galactica_(re-imagined) http://dbpedia.org/resource/Battlestar_Galactica_(2003_TV_series) http://dbpedia.org/resource/Battlestar_Galactica_(2004_television_series) http://dbpedia.org/resource/Battlestar_Galactica_(Re-imagining) http://dbpedia.org/resource/Battlestar_Galactica_(re-imagined_series),0
9475172_1_1023126399856690702,1,168,http://dbpedia.org/resource/Reba,http://dbpedia.org/resource/Reba_(TV_series) http://dbpedia.org/resource/Reba_(TV_series) http://dbpedia.org/resource/Kyra_Hart http://dbpedia.org/resource/Reba_(TV) http://dbpedia.org/resource/Reba_Hart http://dbpedia.org/resource/The_Hart_Family http://dbpedia.org/resource/Reba_(sitcom) http://dbpedia.org/resource/Jake_Mitchell_Hart http://dbpedia.org/resource/Reba_show http://dbpedia.org/resource/Henry_Charles_Jesus_Hart,0
38428277_0_1311643810102462607,1,69,http://dbpedia.org/resource/Platoon,http://dbpedia.org/resource/Platoon_(film) http://dbpedia.org/resource/Sgt._Robert_Barnes http://dbpedia.org/resource/Sgt._O'Neill http://dbpedia.org/resource/Sgt._Elias http://dbpedia.org/resource/Platoon_(video_game) http://dbpedia.org/resource/Platoon_(board_game) http://dbpedia.org/resource/Platoon_(film) http://dbpedia.org/resource/Sgt._Barnes http://dbpedia.org/resource/Platoon_(computer_game) http://dbpedia.org/resource/Sgt_Barnes http://dbpedia.org/resource/Platoon_(boardgame) http://dbpedia.org/resource/Big_Harold http://dbpedia.org/resource/Sgt_O'Neill http://dbpedia.org/resource/Platoon_film http://dbpedia.org/resource/Sergeant_Elias http://dbpedia.org/resource/Chris_Taylor_(Platoon) http://dbpedia.org/resource/Sgt_Elias http://dbpedia.org/resource/Platoon_(movie),0
8468806_0_4382447409703007384,1,20,NOT FOUND URI,http://dbpedia.org/resource/Lake_Nicaragua http://dbpedia.org/resource/Lake_Granada http://dbpedia.org/resource/Gran_Lago http://dbpedia.org/resource/Lake_Cocibolca http://dbpedia.org/resource/Lago_de_Nicaragua http://dbpedia.org/resource/Lake_Nicaragua http://dbpedia.org/resource/Lago_de_Granada http://dbpedia.org/resource/Lake_nicaragua http://dbpedia.org/resource/Lake_of_Nicaragua http://dbpedia.org/resource/Lago_Cocibolca http://dbpedia.org/resource/Cocibolca http://dbpedia.org/resource/Gran_Lago_Dulce http://dbpedia.org/resource/Lago_Nicaragua http://dbpedia.org/resource/Mar_Dulce http://dbpedia.org/resource/Nicaragua_Lake,0
13719111_1_5719401842463579519,0,88,http://dbpedia.org/resource/Blue_quail,http://dbpedia.org/resource/Common_Buttonquail http://dbpedia.org/resource/Small_buttonquail http://dbpedia.org/resource/Small_Buttonquail http://dbpedia.org/resource/Common_Buttonquail http://dbpedia.org/resource/Andalusian_Hemipode http://dbpedia.org/resource/Turnix_sylvatica http://dbpedia.org/resource/Kurrichane_Buttonquail http://dbpedia.org/resource/Andalusian_hemipode http://dbpedia.org/resource/Common_buttonquail http://dbpedia.org/resource/Turnix_sylvatica_sylvatica http://dbpedia.org/resource/Kurrichane_buttonquail http://dbpedia.org/resource/Turnix_sylvaticus,0
41480166_0_6681239260286218499,0,204,http://dbpedia.org/resource/Teresa_of_Avila,http://dbpedia.org/resource/Teresa_of_�vila http://dbpedia.org/resource/Teresa_of_�vila,0
9567241_0_5666388268510912770,1,21,NOT FOUND URI,http://dbpedia.org/resource/Media_of_Sierra_Leone http://dbpedia.org/resource/Sierra_Leonean_media http://dbpedia.org/resource/Media_in_Sierra_Leone http://dbpedia.org/resource/Media_of_Sierra_Leone,0
54719588_0_8417197176086756912,3,11,http://dbpedia.org/resource/Down_To_Earth,http://dbpedia.org/resource/Down_to_Earth_(2001_film) http://dbpedia.org/resource/Down_to_Earth_(2001_movie) http://dbpedia.org/resource/Down_to_Earth_(2001_film),0
33401079_0_9127583903019856402,0,73,NOT FOUND URI,http://dbpedia.org/resource/Heinrich_B%C3%B6ll http://dbpedia.org/resource/Heinrich_B%C3%B6ll,0
53822652_0_5767892317858575530,1,81,http://dbpedia.org/resource/Unstoppable,http://dbpedia.org/resource/Unstoppable_(2010_film) http://dbpedia.org/resource/Unstoppable_(2010_movie) http://dbpedia.org/resource/Unstoppable_(2010_film),0
90196673_0_5458330029110291950,0,38,http://dbpedia.org/resource/Green_treefrog,http://dbpedia.org/resource/American_green_tree_frog http://dbpedia.org/resource/Hyla_cinerea http://dbpedia.org/resource/American_Green_Tree_Frog http://dbpedia.org/resource/American_green_tree_frog http://dbpedia.org/resource/American_green_treefrog http://dbpedia.org/resource/H._cinerea http://dbpedia.org/resource/US_Green_Tree_Frog,0
50245608_0_871275842592178099,0,130,http://dbpedia.org/resource/Memento,http://dbpedia.org/resource/Memento_(film) http://dbpedia.org/resource/Memento_(2000_film) http://dbpedia.org/resource/Sammy_Jankis http://dbpedia.org/resource/Otnemem http://dbpedia.org/resource/Memento_(film) http://dbpedia.org/resource/Momento_(movie) http://dbpedia.org/resource/Memento_(movie) http://dbpedia.org/resource/Sammy_Jenkis,0
25404227_0_2240631045609013057,1,3,http://dbpedia.org/resource/Star_Wars,"http://dbpedia.org/resource/Star_Wars_(film) http://dbpedia.org/resource/Star_Wars_4 http://dbpedia.org/resource/Star_Wars_Episode_4:_A_New_Hope http://dbpedia.org/resource/Star_Wars:_A_New_Hope http://dbpedia.org/resource/John_Vander http://dbpedia.org/resource/Star_Wars:_ANH http://dbpedia.org/resource/Star_Wars:A_New_Hope http://dbpedia.org/resource/The_Battle_of_Yavin http://dbpedia.org/resource/Star_Wars_Episode_IV:_A_New_Hope http://dbpedia.org/resource/Star_Wars:_Episode_IV http://dbpedia.org/resource/Episode_IV:_A_New_Hope http://dbpedia.org/resource/High_General_Tagge http://dbpedia.org/resource/Star_Wars_(movie) http://dbpedia.org/resource/Star_Wars:_Episode_IV_A_New_Hope http://dbpedia.org/resource/Star_Wars_IV http://dbpedia.org/resource/Star_Wars_-_a_New_Hope http://dbpedia.org/resource/Star_Wars_episode_IV http://dbpedia.org/resource/STAR_WARS_EPISODE_4 http://dbpedia.org/resource/A_New_Hope_(film) http://dbpedia.org/resource/High_General http://dbpedia.org/resource/Star_Wars_Episode_4 http://dbpedia.org/resource/Star_wars_a_new_hope http://dbpedia.org/resource/Star_Wars_(1977) http://dbpedia.org/resource/Battle_of_yavin http://dbpedia.org/resource/Star_Wars,_Episode_IV:_A_New_Hope http://dbpedia.org/resource/Anchorhead_sequence http://dbpedia.org/resource/Star_Wars_Episode_IV_-_A_New_Hope http://dbpedia.org/resource/Battle_of_Yavin_IV http://dbpedia.org/resource/Star_Wars:_A_new_Hope http://dbpedia.org/resource/Star_Wars_Episode_IV http://dbpedia.org/resource/SWE4_(Star_Wars_Episode_IV:_A_New_Hope) http://dbpedia.org/resource/Star_Wars:_Episode_4_-_A_New_Hope http://dbpedia.org/resource/Attack_on_Tantive_IV http://dbpedia.org/resource/Anchorhead_Story_of_Star_Wars http://dbpedia.org/resource/Anchorhead_story_of_star_wars http://dbpedia.org/resource/SW4_(Star_Wars_Episode_IV:_A_New_Hope) http://dbpedia.org/resource/Navicomputer http://dbpedia.org/resource/Star_Wars_(1977_film) http://dbpedia.org/resource/Star_Wars_A_New_Hope http://dbpedia.org/resource/Muftak_&_Kabe http://dbpedia.org/resource/Anchor_Head_Story_of_Star_Wars http://dbpedia.org/resource/Star_Wars(film) http://dbpedia.org/resource/Star_wars:_episode_4 http://dbpedia.org/resource/STAR_WARS_IV:_A_New_Hope http://dbpedia.org/resource/Star_Wars:_Episode_IV_–_A_New_Hope http://dbpedia.org/resource/Star_Wars_IV:_A_New_Hope http://dbpedia.org/resource/Star_Wars_1977 http://dbpedia.org/resource/Star_Wars:_Episode_IV_-_A_New_Hope http://dbpedia.org/resource/Star_Wars_Episode_IV:_A_New_Hope_Special_Edition http://dbpedia.org/resource/Star_Wars_(film) http://dbpedia.org/resource/SWANH http://dbpedia.org/resource/Star_Wars:Episode_IV",0
9475172_1_1023126399856690702,1,77,http://dbpedia.org/resource/Tilt,http://dbpedia.org/resource/Tilt_(TV_series) http://dbpedia.org/resource/Tilt_(TV_series),0
34041816_1_4749054164534706977,1,14,NOT FOUND URI,http://dbpedia.org/resource/Taiwan_Taoyuan_International_Airport http://dbpedia.org/resource/Taoyuan_International_(airport) http://dbpedia.org/resource/Taipei_Taoyuan_Airport http://dbpedia.org/resource/台灣桃園國際機場 http://dbpedia.org/resource/RCTP http://dbpedia.org/resource/Taiwan_Taoyuan_Chiang_Kai-shek_International_Airport http://dbpedia.org/resource/Chiang_Kai_Shek_International http://dbpedia.org/resource/Taipei_Chiang_Kai-Shek_International_Airport http://dbpedia.org/resource/Táiwan_Táoyuán_Gúojì_Jichǎng http://dbpedia.org/resource/臺灣桃園國際機場 http://dbpedia.org/resource/Chiang_Kai_Shiek_International_Airport http://dbpedia.org/resource/台湾桃园国际机场 http://dbpedia.org/resource/TaoYuan_International_Airport http://dbpedia.org/resource/CKS_Airport http://dbpedia.org/resource/Chiang_Kai-Shek_Airport http://dbpedia.org/resource/Chiang_Kai_Shek_airport http://dbpedia.org/resource/Jiang_Jieshi_International_Airport http://dbpedia.org/resource/Taipei_Taoyuan_International_Airport http://dbpedia.org/resource/Chiang_Kai-shek_Airport http://dbpedia.org/resource/Taiwan_Taoyuan_International_Airport_Co._Ltd. http://dbpedia.org/resource/Taoyuan_Airport http://dbpedia.org/resource/Taipei-Chiang_Kai_Shek_International_Airport http://dbpedia.org/resource/Chiang_Kai_Shiek_Airport http://dbpedia.org/resource/Taoyuan_Chung-Cheng_Airport http://dbpedia.org/resource/Taipei_Chiang_Kai_Shek_International_Airport http://dbpedia.org/resource/Táiwān_Táoyuán_Gúojì_Jīchǎng http://dbpedia.org/resource/Chung-cheng_International_Airport http://dbpedia.org/resource/Taoyuan_(international_airport) http://dbpedia.org/resource/Chiang_Kai_Shek_Airport http://dbpedia.org/resource/Taipei-Taoyuan_Intl http://dbpedia.org/resource/Taoyuan_International_Airport http://dbpedia.org/resource/C.K.S._Intl_Airport http://dbpedia.org/resource/Taoyuan_(airport) http://dbpedia.org/resource/CKS_International_Airport http://dbpedia.org/resource/C.K.S._Intn'l_Airport http://dbpedia.org/resource/Taiwan_airport http://dbpedia.org/resource/Taiwan_Taoyuan_International_Airport http://dbpedia.org/resource/Chiang_Kai-Shek_International_Airport http://dbpedia.org/resource/Chiang_Kai-shek_International_Airport http://dbpedia.org/resource/Chiang-_KaiShek_Airport http://dbpedia.org/resource/C.K.S._International_Airport http://dbpedia.org/resource/Taiwan_Taoyuan_Int'L_Airport http://dbpedia.org/resource/Taoyuan_International http://dbpedia.org/resource/Taiwan_Taoyuan_Airport http://dbpedia.org/resource/Taipei–Taoyuan http://dbpedia.org/resource/TPE_Airport http://dbpedia.org/resource/Chiang_Kai_Shek_International_Airport http://dbpedia.org/resource/Taoyuan_airport http://dbpedia.org/resource/Taoyuan_CKS_International_Airport http://dbpedia.org/resource/CKS_International_Airport_Taiwan http://dbpedia.org/resource/Taipei-Taoyuan http://dbpedia.org/resource/Jiang_Jièshí_International_Airport http://dbpedia.org/resource/Zhongzheng_International_Airport,0
13719111_1_5719401842463579519,0,65,http://dbpedia.org/resource/Tawny_eagle,http://dbpedia.org/resource/Wahlberg's_Eagle http://dbpedia.org/resource/Wahlberg's_Eagle http://dbpedia.org/resource/Aquila_wahlbergi http://dbpedia.org/resource/Wahlberg's_eagle http://dbpedia.org/resource/Hieraaetus_wahlbergi,0
36102169_0_7739454799295072814,2,202,http://dbpedia.org/resource/Pokemon_Silver,http://dbpedia.org/resource/Pok%C3%A9mon_Gold_and_Silver http://dbpedia.org/resource/Pok%C3%A9mon_Gold_and_Silver,0
36102169_0_7739454799295072814,2,365,http://dbpedia.org/resource/The_Lion_King,http://dbpedia.org/resource/The_Lion_King_(video_game) http://dbpedia.org/resource/The_Lion_King_(video_game) http://dbpedia.org/resource/The_Lion_King_(game) http://dbpedia.org/resource/Lion_King_(video_game),0
8468806_0_4382447409703007384,1,17,NOT FOUND URI,http://dbpedia.org/resource/Lake_Vostok http://dbpedia.org/resource/Lake_Vostok http://dbpedia.org/resource/Lake_vostok http://dbpedia.org/resource/Vostok_Subglacial_Lake http://dbpedia.org/resource/Vostok_Lake,0
50270082_0_444360818941411589,1,48,http://dbpedia.org/resource/Jack_Quinn,http://dbpedia.org/resource/Jack_Quinn_(baseball) http://dbpedia.org/resource/John_P._Quinn http://dbpedia.org/resource/Jack_Quinn_(baseball),0
13719111_1_5719401842463579519,0,116,http://dbpedia.org/resource/White-winged_tern,http://dbpedia.org/resource/African_Green_Pigeon http://dbpedia.org/resource/African_green_pigeon http://dbpedia.org/resource/African_Green_Pigeon http://dbpedia.org/resource/Treron_calva http://dbpedia.org/resource/Treron_calvus http://dbpedia.org/resource/African_Green-pigeon http://dbpedia.org/resource/African_Green-Pigeon,0
13719111_1_5719401842463579519,0,213,http://dbpedia.org/resource/White-crested_hornbill,http://dbpedia.org/resource/Black-and-white-casqued_Hornbill http://dbpedia.org/resource/Grey-cheeked_Hornbill http://dbpedia.org/resource/Ceratogymna_subcylindrica http://dbpedia.org/resource/Black-and-white-casqued_Hornbill http://dbpedia.org/resource/Bycanistes_subcylindricus http://dbpedia.org/resource/Black-and-white-casqued_hornbill http://dbpedia.org/resource/Ceratogymna_subcylindricus,0
53822652_0_5767892317858575530,1,268,http://dbpedia.org/resource/Amazing_Grace,http://dbpedia.org/resource/Amazing_Grace_(2006_film) http://dbpedia.org/resource/Amazing_Grace_(2006_film),0
13719111_1_5719401842463579519,0,474,http://dbpedia.org/resource/Waller's_starling,http://dbpedia.org/resource/Greater_Blue-eared_Starling http://dbpedia.org/resource/Lamprotornis_chalybaeus http://dbpedia.org/resource/Greater_Blue-eared_Starling http://dbpedia.org/resource/Greater_blue-eared_glossy_starling http://dbpedia.org/resource/Greater_Blue-eared_Glossy-starling http://dbpedia.org/resource/Greater_blue-eared_starling http://dbpedia.org/resource/Greater_Blue-eared_Glossy_Starling http://dbpedia.org/resource/Greater_Blue-eared_Glossy-Starling http://dbpedia.org/resource/Greater_blue-eared_glossy-starling,0
50245608_0_871275842592178099,0,177,http://dbpedia.org/resource/Rounders,http://dbpedia.org/resource/Rounders_(film) http://dbpedia.org/resource/Mike_McDermott_(character) http://dbpedia.org/resource/Lester_%22Worm%22_Murphy http://dbpedia.org/resource/Rounders_(1998_film) http://dbpedia.org/resource/Rounders_(movie) http://dbpedia.org/resource/Rounders_(film) http://dbpedia.org/resource/Teddy_KGB,0
13719111_1_5719401842463579519,0,76,http://dbpedia.org/resource/Lanner_falcon,http://dbpedia.org/resource/Peregrine_Falcon http://dbpedia.org/resource/Falco_peregrinus_calidus http://dbpedia.org/resource/Falco_peregrinus_macropus http://dbpedia.org/resource/Eurasian_peregrine_falcon http://dbpedia.org/resource/Falco_peregrinus_furuitii http://dbpedia.org/resource/Eastern_peregrine_falcon http://dbpedia.org/resource/Peregrine_Falcons_in_popular_culture http://dbpedia.org/resource/Peregrine_Falcons http://dbpedia.org/resource/Pregrine_falcon http://dbpedia.org/resource/Peregrin_Falcon http://dbpedia.org/resource/Falco_Peregrinus http://dbpedia.org/resource/Peregrine_Falcon http://dbpedia.org/resource/Rhynchodon_peregrinus http://dbpedia.org/resource/Falco_pelegrinoides_madens http://dbpedia.org/resource/Pergerine_Falcon http://dbpedia.org/resource/Paragon_falcon http://dbpedia.org/resource/Falco_peregrinus_nesiotes http://dbpedia.org/resource/Falco_peregrinus_anatum http://dbpedia.org/resource/American_peregrine_falcon http://dbpedia.org/resource/Falco_kreyenborgi http://dbpedia.org/resource/Falco_atriceps http://dbpedia.org/resource/Falco_peregrinus_minor http://dbpedia.org/resource/Falco_peregrinus_tundrius http://dbpedia.org/resource/Peregrines http://dbpedia.org/resource/Falco_peregrinus_submelanogenys http://dbpedia.org/resource/Peregrine_hawk http://dbpedia.org/resource/Falco_peregrinus_japonensis http://dbpedia.org/resource/Falco_peregrinus_madens http://dbpedia.org/resource/Falco_peregrinus_peregrinus http://dbpedia.org/resource/Peregrine_flacon http://dbpedia.org/resource/Falco_peregrinus_radama http://dbpedia.org/resource/Peregrine_falcons_in_popular_culture http://dbpedia.org/resource/Peregrine_falcon http://dbpedia.org/resource/Duck_Hawk http://dbpedia.org/resource/Falco_peregrinus_cassini http://dbpedia.org/resource/Peregrine_falcons http://dbpedia.org/resource/Falco_peregrinus_ernesti http://dbpedia.org/resource/Falco_peregrinus_brookei http://dbpedia.org/resource/Peregrine_Falcon_in_popular_culture http://dbpedia.org/resource/Falco_peregrinus http://dbpedia.org/resource/Duck_hawk,0
22864497_0_8632623712684511496,0,344,http://dbpedia.org/resource/Transformers:_Revenge_of_the_Fallen,http://dbpedia.org/resource/Transformers:_Revenge_of_the_Fallen_(video_game) http://dbpedia.org/resource/Transformers:_revenge_of_the_fallen_(game) http://dbpedia.org/resource/Transformers:_Revenge_of_the_Fallen_(computer_game) http://dbpedia.org/resource/Transformers:_Revenge_of_the_Fallen_(video_game) http://dbpedia.org/resource/Transformers:_Revenge_of_the_Fallen:_The_Game http://dbpedia.org/resource/Transformers_2_(video_game) http://dbpedia.org/resource/Transformers:_Revenge_of_the_Fallen_video_game,0
26310680_0_5150772059999313798,1,36,http://dbpedia.org/resource/Lev,http://dbpedia.org/resource/Bulgarian_lev http://dbpedia.org/resource/Stotinka http://dbpedia.org/resource/Bulgarian_lev http://dbpedia.org/resource/Stotinki http://dbpedia.org/resource/Bulgarian_Lev http://dbpedia.org/resource/Leva,0
53822652_0_5767892317858575530,1,118,http://dbpedia.org/resource/Where_the_Wild_Things_Are,http://dbpedia.org/resource/Where_the_Wild_Things_Are_(film) http://dbpedia.org/resource/The_Absurd_Difficulty_of_Filming_a_Dog_Running_and_Barking_at_the_Same_Time http://dbpedia.org/resource/Where_the_Wild_Things_Are_(film) http://dbpedia.org/resource/Where_The_Wild_Things_Are_(film) http://dbpedia.org/resource/Where_the_Wild_Things_Are_(movie),0
35188621_0_6058553107571275232,1,105,http://dbpedia.org/resource/Wild_Strawberries,http://dbpedia.org/resource/Wild_Strawberries_(film) http://dbpedia.org/resource/Smultronstallet http://dbpedia.org/resource/Wild_Strawberries_(movie) http://dbpedia.org/resource/Smultronstället http://dbpedia.org/resource/Wild_Strawberries_(film) http://dbpedia.org/resource/Wild_Strawberries_Ingmar_Bergman http://dbpedia.org/resource/Smultronstaellet,0
54719588_0_8417197176086756912,3,234,http://dbpedia.org/resource/Magnificent_Seven,http://dbpedia.org/resource/The_Magnificent_Seven http://dbpedia.org/resource/The_magnificent_seven http://dbpedia.org/resource/Calvera_(character) http://dbpedia.org/resource/Chris_Adams_(Character) http://dbpedia.org/resource/The_Magnificent_Seven http://dbpedia.org/resource/Bernardo_O'Reilly http://dbpedia.org/resource/The_Magnificent_Seven_(film) http://dbpedia.org/resource/Bernardo_O'Reilly_(Character) http://dbpedia.org/resource/The_Magnificent_Seven_(2015_film),0
69537082_0_7789694313271016902,1,116,http://dbpedia.org/resource/Georgia,"http://dbpedia.org/resource/Georgia_(country) http://dbpedia.org/resource/ISO_3166-1:GE http://dbpedia.org/resource/Sakartvelobantustan http://dbpedia.org/resource/Kartvelebistan http://dbpedia.org/resource/Georgia_proper http://dbpedia.org/resource/Georgia,_Asia http://dbpedia.org/resource/Gürcistan http://dbpedia.org/resource/Etymology_of_Georgia http://dbpedia.org/resource/Sakartvelo http://dbpedia.org/resource/Gurcistan http://dbpedia.org/resource/Georgia_(nation) http://dbpedia.org/resource/Vrastan http://dbpedia.org/resource/Georgia_Republic http://dbpedia.org/resource/Georgia_country http://dbpedia.org/resource/Georgia_(Country) http://dbpedia.org/resource/Georgia_(country) http://dbpedia.org/resource/Georgia_(country http://dbpedia.org/resource/Georgia_(Eurasian_state) http://dbpedia.org/resource/Georgia_(republic) http://dbpedia.org/resource/Gheorghia http://dbpedia.org/resource/Georgia_(Caucasus) http://dbpedia.org/resource/Gorjestan http://dbpedia.org/resource/Saqartvelo http://dbpedia.org/resource/Georgia_(Republic) http://dbpedia.org/resource/Georgia_(Sakartvelo) http://dbpedia.org/resource/Gurjistan http://dbpedia.org/resource/Languages_of_Georgia http://dbpedia.org/resource/Georgia,_Caucasus http://dbpedia.org/resource/Gorjistan http://dbpedia.org/resource/Georgia_(sovereign_state) http://dbpedia.org/resource/Gruzia http://dbpedia.org/resource/Georgia_(countrey) http://dbpedia.org/resource/Country_of_Georgia http://dbpedia.org/resource/Sak'art'velo http://dbpedia.org/resource/Georgia_(Nation) http://dbpedia.org/resource/Former_Soviet_republic_of_Georgia http://dbpedia.org/resource/Virshan http://dbpedia.org/resource/Georgia_(Europe) http://dbpedia.org/resource/Former_Soviet_Georgia http://dbpedia.org/resource/საქართველო http://dbpedia.org/resource/Georgian_Republic http://dbpedia.org/resource/Georgia(country) http://dbpedia.org/resource/Republic_of_Georgia http://dbpedia.org/resource/Gruziya",0
34041816_1_4749054164534706977,1,30,http://dbpedia.org/resource/Shanghai_Pudong_International_Airport,http://dbpedia.org/resource/Palma_de_Mallorca_Airport http://dbpedia.org/resource/Son_San_Joan_Airport http://dbpedia.org/resource/Mallorca_Airport http://dbpedia.org/resource/Son_Sant_Joan_Airport http://dbpedia.org/resource/Palma_Son_Sant_Joan_Airport http://dbpedia.org/resource/Son_Sant_Joan_airport http://dbpedia.org/resource/Son_Sant_Joan http://dbpedia.org/resource/Son_San_Juan_Airport http://dbpedia.org/resource/Aeropuerto_de_Palma http://dbpedia.org/resource/Palma_de_Mallorca_Aiport http://dbpedia.org/resource/Majorca_airport http://dbpedia.org/resource/Palma_Airport http://dbpedia.org/resource/Aeropuerto_Son_San_Juan http://dbpedia.org/resource/Palma_de_Mallorca_Airport,0
8468806_0_4382447409703007384,1,82,NOT FOUND URI,http://dbpedia.org/resource/Lake_Minto http://dbpedia.org/resource/Lake_Minto,0
